country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Netherlands,2014,female,75+ years,61,744083,0.922,"879,635,084,125"
Netherlands,2014,male,15-24 years,81,1044562,0.922,"879,635,084,125"
Netherlands,2014,female,25-34 years,54,1014090,0.922,"879,635,084,125"
Netherlands,2014,female,15-24 years,48,1009345,0.922,"879,635,084,125"
Netherlands,2014,female,5-14 years,1,956989,0.922,"879,635,084,125"
Netherlands,2014,male,5-14 years,1,1002074,0.922,"879,635,084,125"
Netherlands,2015,male,75+ years,129,523197,,"757,999,453,314"
Netherlands,2015,male,55-74 years,418,1966083,,"757,999,453,314"
Netherlands,2015,male,35-54 years,499,2362263,,"757,999,453,314"
Netherlands,2015,male,25-34 years,146,1045012,,"757,999,453,314"
Netherlands,2015,female,55-74 years,22,1998082,,"757,999,453,314"
Netherlands,2015,female,35-54 years,211,2353550,,"757,999,453,314"
Netherlands,2015,male,15-24 years,89,1058675,,"757,999,453,314"
Netherlands,2015,female,75+ years,55,770107,,"757,999,453,314"
Netherlands,2015,female,25-34 years,65,1030867,,"757,999,453,314"
Netherlands,2015,female,15-24 years,34,1018674,,"757,999,453,314"
Netherlands,2015,female,5-14 years,6,943082,,"757,999,453,314"
Netherlands,2015,male,5-14 years,1,987750,,"757,999,453,314"
Netherlands,2016,male,75+ years,123,541327,,"777,227,541,581"
Netherlands,2016,male,55-74 years,436,2004642,,"777,227,541,581"
Netherlands,2016,male,35-54 years,478,2341693,,"777,227,541,581"
Netherlands,2016,male,25-34 years,159,1061905,,"777,227,541,581"
Netherlands,2016,female,75+ years,87,781301,,"777,227,541,581"
Netherlands,2016,female,55-74 years,29,2037375,,"777,227,541,581"
Netherlands,2016,female,35-54 years,217,2334777,,"777,227,541,581"
Netherlands,2016,male,15-24 years,77,1067719,,"777,227,541,581"
Netherlands,2016,female,25-34 years,65,1043372,,"777,227,541,581"
Netherlands,2016,female,15-24 years,35,1025443,,"777,227,541,581"
New Zealand,1985,male,75+ years,18,46900,0.805,"24,950,895,141"
New Zealand,1985,male,55-74 years,6,235700,0.805,"24,950,895,141"
New Zealand,1985,male,25-34 years,51,255400,0.805,"24,950,895,141"
New Zealand,1985,male,15-24 years,6,305400,0.805,"24,950,895,141"
New Zealand,1985,male,35-54 years,64,371200,0.805,"24,950,895,141"
New Zealand,1985,female,55-74 years,26,259300,0.805,"24,950,895,141"
New Zealand,1985,female,35-54 years,22,364600,0.805,"24,950,895,141"
New Zealand,1985,female,15-24 years,15,291600,0.805,"24,950,895,141"
New Zealand,1985,female,25-34 years,13,259100,0.805,"24,950,895,141"
New Zealand,1985,female,75+ years,4,81500,0.805,"24,950,895,141"
New Zealand,1985,female,5-14 years,3,272300,0.805,"24,950,895,141"
New Zealand,1985,male,5-14 years,2,282800,0.805,"24,950,895,141"
New Zealand,1986,male,75+ years,18,49400,,"30,604,668,357"
New Zealand,1986,male,35-54 years,1,376100,,"30,604,668,357"
New Zealand,1986,male,55-74 years,6,237900,,"30,604,668,357"
New Zealand,1986,male,15-24 years,68,296200,,"30,604,668,357"
New Zealand,1986,male,25-34 years,53,258000,,"30,604,668,357"
New Zealand,1986,female,75+ years,9,84000,,"30,604,668,357"
New Zealand,1986,female,55-74 years,27,259200,,"30,604,668,357"
New Zealand,1986,female,35-54 years,31,373800,,"30,604,668,357"
New Zealand,1986,female,15-24 years,23,286900,,"30,604,668,357"
New Zealand,1986,female,25-34 years,21,262300,,"30,604,668,357"
New Zealand,1986,female,5-14 years,2,265700,,"30,604,668,357"
New Zealand,1986,male,5-14 years,2,276600,,"30,604,668,357"
New Zealand,1987,male,75+ years,28,51100,,"40,338,594,862"
New Zealand,1987,male,15-24 years,93,295500,,"40,338,594,862"
New Zealand,1987,male,25-34 years,79,262900,,"40,338,594,862"
New Zealand,1987,male,55-74 years,64,238500,,"40,338,594,862"
New Zealand,1987,male,35-54 years,92,384800,,"40,338,594,862"
New Zealand,1987,female,75+ years,9,86700,,"40,338,594,862"
New Zealand,1987,female,25-34 years,24,269900,,"40,338,594,862"
New Zealand,1987,female,35-54 years,28,381900,,"40,338,594,862"
New Zealand,1987,female,15-24 years,2,286500,,"40,338,594,862"
New Zealand,1987,female,55-74 years,18,260500,,"40,338,594,862"
New Zealand,1987,male,5-14 years,7,269800,,"40,338,594,862"
New Zealand,1987,female,5-14 years,1,259000,,"40,338,594,862"
New Zealand,1988,male,75+ years,2,52400,,"45,493,075,684"
New Zealand,1988,male,15-24 years,16,291700,,"45,493,075,684"
New Zealand,1988,male,55-74 years,79,238700,,"45,493,075,684"
New Zealand,1988,male,25-34 years,72,267600,,"45,493,075,684"
New Zealand,1988,male,35-54 years,12,390900,,"45,493,075,684"
New Zealand,1988,female,75+ years,1,89500,,"45,493,075,684"
New Zealand,1988,female,25-34 years,29,274400,,"45,493,075,684"
New Zealand,1988,female,55-74 years,25,261500,,"45,493,075,684"
New Zealand,1988,female,15-24 years,25,285700,,"45,493,075,684"
New Zealand,1988,female,35-54 years,14,387600,,"45,493,075,684"
New Zealand,1988,male,5-14 years,2,263500,,"45,493,075,684"
New Zealand,1988,female,5-14 years,,251700,,"45,493,075,684"
New Zealand,1989,male,15-24 years,111,285400,,"44,170,562,822"
New Zealand,1989,male,75+ years,21,54400,,"44,170,562,822"
New Zealand,1989,male,25-34 years,79,267800,,"44,170,562,822"
New Zealand,1989,male,35-54 years,96,396900,,"44,170,562,822"
New Zealand,1989,male,55-74 years,57,240700,,"44,170,562,822"
New Zealand,1989,female,55-74 years,24,261100,,"44,170,562,822"
New Zealand,1989,female,25-34 years,22,276100,,"44,170,562,822"
New Zealand,1989,female,15-24 years,2,283000,,"44,170,562,822"
New Zealand,1989,female,35-54 years,25,398000,,"44,170,562,822"
New Zealand,1989,male,5-14 years,8,260100,,"44,170,562,822"
New Zealand,1989,female,75+ years,2,92200,,"44,170,562,822"
New Zealand,1989,female,5-14 years,,248100,,"44,170,562,822"
New Zealand,1990,male,15-24 years,111,283700,0.82,"45,519,034,244"
New Zealand,1990,male,75+ years,21,56000,0.82,"45,519,034,244"
New Zealand,1990,male,25-34 years,72,269100,0.82,"45,519,034,244"
New Zealand,1990,male,35-54 years,99,407200,0.82,"45,519,034,244"
New Zealand,1990,male,55-74 years,58,242600,0.82,"45,519,034,244"
New Zealand,1990,female,25-34 years,21,280600,0.82,"45,519,034,244"
New Zealand,1990,female,35-54 years,29,408600,0.82,"45,519,034,244"
New Zealand,1990,female,15-24 years,19,278500,0.82,"45,519,034,244"
New Zealand,1990,female,55-74 years,17,261400,0.82,"45,519,034,244"
New Zealand,1990,female,75+ years,6,95600,0.82,"45,519,034,244"
New Zealand,1990,male,5-14 years,2,257900,0.82,"45,519,034,244"
New Zealand,1990,female,5-14 years,,248200,0.82,"45,519,034,244"
New Zealand,1991,male,15-24 years,19,285900,,"42,756,020,707"
New Zealand,1991,male,25-34 years,95,277700,,"42,756,020,707"
New Zealand,1991,male,75+ years,17,58300,,"42,756,020,707"
New Zealand,1991,male,35-54 years,11,428300,,"42,756,020,707"
New Zealand,1991,male,55-74 years,45,252700,,"42,756,020,707"
New Zealand,1991,female,35-54 years,4,433300,,"42,756,020,707"
New Zealand,1991,female,55-74 years,18,271400,,"42,756,020,707"
New Zealand,1991,female,25-34 years,19,288800,,"42,756,020,707"
New Zealand,1991,female,15-24 years,16,289300,,"42,756,020,707"
New Zealand,1991,male,5-14 years,4,265700,,"42,756,020,707"
New Zealand,1991,female,75+ years,1,98700,,"42,756,020,707"
New Zealand,1991,female,5-14 years,,253800,,"42,756,020,707"
New Zealand,1992,male,15-24 years,112,284800,,"41,636,005,955"
New Zealand,1992,male,25-34 years,98,278400,,"41,636,005,955"
New Zealand,1992,male,55-74 years,67,254700,,"41,636,005,955"
New Zealand,1992,male,75+ years,15,60000,,"41,636,005,955"
New Zealand,1992,male,35-54 years,11,440400,,"41,636,005,955"
New Zealand,1992,female,55-74 years,22,272600,,"41,636,005,955"
New Zealand,1992,female,35-54 years,35,445300,,"41,636,005,955"
New Zealand,1992,female,15-24 years,17,286500,,"41,636,005,955"
New Zealand,1992,female,75+ years,6,101700,,"41,636,005,955"
New Zealand,1992,female,25-34 years,15,290000,,"41,636,005,955"
New Zealand,1992,male,5-14 years,4,267200,,"41,636,005,955"
New Zealand,1992,female,5-14 years,1,254000,,"41,636,005,955"
New Zealand,1993,male,15-24 years,11,282600,,"46,712,018,141"
New Zealand,1993,male,25-34 years,78,279500,,"46,712,018,141"
New Zealand,1993,male,75+ years,15,61000,,"46,712,018,141"
New Zealand,1993,male,35-54 years,95,452700,,"46,712,018,141"
New Zealand,1993,male,55-74 years,49,257600,,"46,712,018,141"
New Zealand,1993,female,25-34 years,27,291800,,"46,712,018,141"
New Zealand,1993,female,55-74 years,18,274500,,"46,712,018,141"
New Zealand,1993,female,35-54 years,28,458200,,"46,712,018,141"
New Zealand,1993,female,15-24 years,16,282900,,"46,712,018,141"
New Zealand,1993,female,75+ years,4,104200,,"46,712,018,141"
New Zealand,1993,male,5-14 years,2,271200,,"46,712,018,141"
New Zealand,1993,female,5-14 years,1,257000,,"46,712,018,141"
New Zealand,1994,male,15-24 years,111,280300,,"55,154,160,816"
New Zealand,1994,male,75+ years,22,62200,,"55,154,160,816"
New Zealand,1994,male,25-34 years,93,281200,,"55,154,160,816"
New Zealand,1994,male,55-74 years,76,261200,,"55,154,160,816"
New Zealand,1994,male,35-54 years,12,466900,,"55,154,160,816"
New Zealand,1994,female,15-24 years,26,279500,,"55,154,160,816"
New Zealand,1994,female,75+ years,9,106200,,"55,154,160,816"
New Zealand,1994,female,25-34 years,23,294100,,"55,154,160,816"
New Zealand,1994,female,55-74 years,16,277300,,"55,154,160,816"
New Zealand,1994,female,35-54 years,27,472900,,"55,154,160,816"
New Zealand,1994,male,5-14 years,5,276200,,"55,154,160,816"
New Zealand,1994,female,5-14 years,2,261500,,"55,154,160,816"
New Zealand,1995,male,15-24 years,123,278900,0.855,"63,918,039,320"
New Zealand,1995,male,25-34 years,96,283000,0.855,"63,918,039,320"
New Zealand,1995,male,75+ years,19,64300,0.855,"63,918,039,320"
New Zealand,1995,male,35-54 years,123,481700,0.855,"63,918,039,320"
New Zealand,1995,male,55-74 years,64,264900,0.855,"63,918,039,320"
New Zealand,1995,female,15-24 years,34,276400,0.855,"63,918,039,320"
New Zealand,1995,female,75+ years,9,109500,0.855,"63,918,039,320"
New Zealand,1995,female,35-54 years,36,488300,0.855,"63,918,039,320"
New Zealand,1995,female,25-34 years,2,296900,0.855,"63,918,039,320"
New Zealand,1995,female,55-74 years,15,279800,0.855,"63,918,039,320"
New Zealand,1995,male,5-14 years,4,282500,0.855,"63,918,039,320"
New Zealand,1995,female,5-14 years,2,267600,0.855,"63,918,039,320"
New Zealand,1996,male,25-34 years,121,285400,,"70,140,835,299"
New Zealand,1996,male,15-24 years,15,277900,,"70,140,835,299"
New Zealand,1996,male,75+ years,19,66500,,"70,140,835,299"
New Zealand,1996,male,55-74 years,68,269300,,"70,140,835,299"
New Zealand,1996,male,35-54 years,112,496800,,"70,140,835,299"
New Zealand,1996,female,15-24 years,38,273100,,"70,140,835,299"
New Zealand,1996,female,25-34 years,21,300200,,"70,140,835,299"
New Zealand,1996,female,35-54 years,31,504300,,"70,140,835,299"
New Zealand,1996,female,55-74 years,13,283300,,"70,140,835,299"
New Zealand,1996,female,75+ years,5,112700,,"70,140,835,299"
New Zealand,1996,female,5-14 years,4,273800,,"70,140,835,299"
New Zealand,1996,male,5-14 years,3,289200,,"70,140,835,299"
New Zealand,1997,male,25-34 years,124,283300,,"66,074,513,018"
New Zealand,1997,male,15-24 years,113,275100,,"66,074,513,018"
New Zealand,1997,male,75+ years,19,68800,,"66,074,513,018"
New Zealand,1997,male,35-54 years,12,508800,,"66,074,513,018"
New Zealand,1997,male,55-74 years,6,272800,,"66,074,513,018"
New Zealand,1997,female,15-24 years,29,267800,,"66,074,513,018"
New Zealand,1997,female,25-34 years,3,299300,,"66,074,513,018"
New Zealand,1997,female,35-54 years,42,518000,,"66,074,513,018"
New Zealand,1997,female,75+ years,5,115700,,"66,074,513,018"
New Zealand,1997,female,55-74 years,12,286000,,"66,074,513,018"
New Zealand,1997,male,5-14 years,5,295200,,"66,074,513,018"
New Zealand,1997,female,5-14 years,3,279400,,"66,074,513,018"
New Zealand,1998,male,25-34 years,19,278300,,"56,227,696,195"
New Zealand,1998,male,15-24 years,14,272800,,"56,227,696,195"
New Zealand,1998,male,75+ years,2,71400,,"56,227,696,195"
New Zealand,1998,male,55-74 years,7,276300,,"56,227,696,195"
New Zealand,1998,male,35-54 years,13,521600,,"56,227,696,195"
New Zealand,1998,female,15-24 years,35,263700,,"56,227,696,195"
New Zealand,1998,female,25-34 years,25,295400,,"56,227,696,195"
New Zealand,1998,female,35-54 years,45,532900,,"56,227,696,195"
New Zealand,1998,female,55-74 years,17,288900,,"56,227,696,195"
New Zealand,1998,female,75+ years,6,118800,,"56,227,696,195"
New Zealand,1998,male,5-14 years,9,299400,,"56,227,696,195"
New Zealand,1998,female,5-14 years,4,283300,,"56,227,696,195"
New Zealand,1999,male,25-34 years,16,275910,,"58,762,260,626"
New Zealand,1999,male,15-24 years,83,267510,,"58,762,260,626"
New Zealand,1999,male,75+ years,18,74230,,"58,762,260,626"
New Zealand,1999,male,35-54 years,125,533840,,"58,762,260,626"
New Zealand,1999,male,55-74 years,5,282950,,"58,762,260,626"
New Zealand,1999,female,15-24 years,37,262170,,"58,762,260,626"
New Zealand,1999,female,35-54 years,5,548710,,"58,762,260,626"
New Zealand,1999,female,25-34 years,2,294350,,"58,762,260,626"
New Zealand,1999,female,55-74 years,15,295670,,"58,762,260,626"
New Zealand,1999,female,75+ years,6,122450,,"58,762,260,626"
New Zealand,1999,female,5-14 years,3,288000,,"58,762,260,626"
New Zealand,1999,male,5-14 years,3,303510,,"58,762,260,626"
New Zealand,2000,male,25-34 years,15,270430,0.874,"52,622,842,840"
New Zealand,2000,male,15-24 years,81,266610,0.874,"52,622,842,840"
New Zealand,2000,male,35-54 years,113,540160,0.874,"52,622,842,840"
New Zealand,2000,male,75+ years,16,77050,0.874,"52,622,842,840"
New Zealand,2000,male,55-74 years,57,287820,0.874,"52,622,842,840"
New Zealand,2000,female,25-34 years,21,290740,0.874,"52,622,842,840"
New Zealand,2000,female,15-24 years,15,261330,0.874,"52,622,842,840"
New Zealand,2000,female,35-54 years,3,558340,0.874,"52,622,842,840"
New Zealand,2000,female,55-74 years,12,300560,0.874,"52,622,842,840"
New Zealand,2000,female,75+ years,4,125530,0.874,"52,622,842,840"
New Zealand,2000,male,5-14 years,3,305390,0.874,"52,622,842,840"
New Zealand,2000,female,5-14 years,1,289730,0.874,"52,622,842,840"
New Zealand,2001,male,25-34 years,92,264130,,"53,872,425,917"
New Zealand,2001,male,15-24 years,87,269420,,"53,872,425,917"
New Zealand,2001,male,75+ years,25,80070,,"53,872,425,917"
New Zealand,2001,male,35-54 years,13,544420,,"53,872,425,917"
New Zealand,2001,male,55-74 years,54,294430,,"53,872,425,917"
New Zealand,2001,female,25-34 years,29,284680,,"53,872,425,917"
New Zealand,2001,female,15-24 years,23,263730,,"53,872,425,917"
New Zealand,2001,female,75+ years,9,128740,,"53,872,425,917"
New Zealand,2001,female,35-54 years,39,565790,,"53,872,425,917"
New Zealand,2001,female,55-74 years,17,307490,,"53,872,425,917"
New Zealand,2001,female,5-14 years,2,289760,,"53,872,425,917"
New Zealand,2001,male,5-14 years,1,306430,,"53,872,425,917"
New Zealand,2002,male,25-34 years,82,263160,,"66,627,729,311"
New Zealand,2002,male,35-54 years,131,550840,,"66,627,729,311"
New Zealand,2002,male,15-24 years,66,280450,,"66,627,729,311"
New Zealand,2002,male,55-74 years,59,304480,,"66,627,729,311"
New Zealand,2002,male,75+ years,16,83290,,"66,627,729,311"
New Zealand,2002,female,15-24 years,3,271530,,"66,627,729,311"
New Zealand,2002,female,25-34 years,26,282330,,"66,627,729,311"
New Zealand,2002,female,35-54 years,39,573790,,"66,627,729,311"
New Zealand,2002,female,55-74 years,13,317610,,"66,627,729,311"
New Zealand,2002,female,75+ years,5,131060,,"66,627,729,311"
New Zealand,2002,female,5-14 years,,292230,,"66,627,729,311"
New Zealand,2002,male,5-14 years,,308420,,"66,627,729,311"
New Zealand,2003,male,75+ years,27,86840,,"88,250,885,550"
New Zealand,2003,male,25-34 years,8,264090,,"88,250,885,550"
New Zealand,2003,male,35-54 years,143,558950,,"88,250,885,550"
New Zealand,2003,male,15-24 years,66,292920,,"88,250,885,550"
New Zealand,2003,male,55-74 years,58,314200,,"88,250,885,550"
New Zealand,2003,female,15-24 years,31,281350,,"88,250,885,550"
New Zealand,2003,female,35-54 years,56,583610,,"88,250,885,550"
New Zealand,2003,female,75+ years,11,133600,,"88,250,885,550"
New Zealand,2003,female,25-34 years,22,281770,,"88,250,885,550"
New Zealand,2003,female,55-74 years,2,327420,,"88,250,885,550"
New Zealand,2003,male,5-14 years,4,310850,,"88,250,885,550"
New Zealand,2003,female,5-14 years,1,293820,,"88,250,885,550"
New Zealand,2004,male,75+ years,28,89210,,"103,904,537,815"
New Zealand,2004,male,25-34 years,76,265490,,"103,904,537,815"
New Zealand,2004,male,15-24 years,83,296450,,"103,904,537,815"
New Zealand,2004,male,35-54 years,133,569570,,"103,904,537,815"
New Zealand,2004,male,55-74 years,58,325010,,"103,904,537,815"
New Zealand,2004,female,15-24 years,3,289050,,"103,904,537,815"
New Zealand,2004,female,25-34 years,19,285690,,"103,904,537,815"
New Zealand,2004,female,35-54 years,38,599380,,"103,904,537,815"
New Zealand,2004,female,55-74 years,2,338890,,"103,904,537,815"
New Zealand,2004,female,75+ years,4,135340,,"103,904,537,815"
New Zealand,2004,male,5-14 years,4,312260,,"103,904,537,815"
New Zealand,2004,female,5-14 years,2,296170,,"103,904,537,815"
New Zealand,2005,male,25-34 years,86,264490,0.895,"114,718,721,397"
New Zealand,2005,male,15-24 years,84,300360,0.895,"114,718,721,397"
New Zealand,2005,male,35-54 years,138,576380,0.895,"114,718,721,397"
New Zealand,2005,male,75+ years,16,92350,0.895,"114,718,721,397"
New Zealand,2005,male,55-74 years,58,335140,0.895,"114,718,721,397"
New Zealand,2005,female,25-34 years,26,284850,0.895,"114,718,721,397"
New Zealand,2005,female,15-24 years,24,294110,0.895,"114,718,721,397"
New Zealand,2005,female,35-54 years,49,608650,0.895,"114,718,721,397"
New Zealand,2005,female,75+ years,9,137460,0.895,"114,718,721,397"
New Zealand,2005,female,55-74 years,22,349600,0.895,"114,718,721,397"
New Zealand,2005,female,5-14 years,2,294940,0.895,"114,718,721,397"
New Zealand,2005,male,5-14 years,,310950,0.895,"114,718,721,397"
New Zealand,2006,male,15-24 years,95,305250,,"111,608,845,081"
